Casa,Brand,Family,Item Code,Smart,Inches,Resolution,Tot Qty,Unit Price,Revenue,Refresh Rate,Sound Quality,Connectivity Options,Energy Efficiency,Pixel Density (PPI),Response Time (ms),Month
Bekaa,Sony,LED,PLED40S,Yes,52,UHD,76,492,37392,60,Basic,2,B,36.7151195,10,April
North,Sony,LED,LED55,Yes,52,UHD,78,493,38454,120,Basic,2,B,40.05285764,4,April
Bekaa,Sony,LED,LED55U,Yes,52,UHD,76,494,37544,120,Basic,2,B,80.10571528,4,April
Bekaa,Panasonic,LED,LED55U,Yes,52,UHD,78,494,38532,120,Basic,2,B,80.10571528,4,April
Bekaa,Sony,LED,PLED29,Yes,52,UHD,78,494,38532,60,Basic,2,B,50.64154414,10,April
Bekaa,Sony,LED,PLED50,Yes,55,HD,77,496,38192,60,Basic,2,B,29.3720956,10,April
South,Sony,LED,LED50S,Yes,55,HD,90,496,44640,120,Premium,2,B,137.6816981,4,April
Bekaa,Sony,LED,PLED32,Yes,55,HD,77,497,38269,60,Basic,2,B,45.89389938,10,April
Bekaa,Samsung,LED,LED50S,Yes,55,HD,77,498,38346,120,Premium,2,B,51.2303993,4,April
Beirut,Sony,LED,PLED43,Yes,55,HD,98,499,48902,60,Basic,2,B,51.2303993,10,April
Bekaa,Sony,LED,PLED40,Yes,55,HD,77,500,38500,60,Basic,2,B,36.7151195,10,April
Mount Lebanon,TCL,LED,T43,Yes,75,UHD,89,500,44500,120,Basic,3,E,97.90698534,4,April
Beirut,TCL,LED,LED50S,Yes,55,HD,101,504,50904,60,Premium,3,B,176.2325736,10,April
South,Sony,LED,PLED40S,Yes,55,HD,90,505,45450,60,Basic,2,B,36.7151195,10,April
South,TCL,LED,LED50S,Yes,55,HD,91,506,46046,120,Basic,4,B,34.15359954,4,April
South,Sony,LED,LED65U,Yes,55,HD,91,506,46046,120,Basic,2,B,67.78175908,4,April
Bekaa,Sony,LED,LED55U,Yes,55,HD,76,508,38608,120,Basic,2,B,80.10571528,4,April
Bekaa,Sony,LED,PLED32S,Yes,55,HD,76,509,38684,60,Basic,2,B,45.89389938,10,April
Bekaa,LG,LED,LED50S,Yes,55,HD,76,510,38760,60,Premium,2,B,102.4607986,10,April
Bekaa,Sony,LED,LED 55U,Yes,55,HD,77,510,39270,120,Basic,2,B,80.10571528,4,April
North,Panasonic,LED,LED50S,Yes,55,HD,78,510,39780,60,Premium,2,B,33.89087954,10,April
Bekaa,Sony,LED,LED65U,Yes,55,HD,77,513,39501,120,Basic,2,B,67.78175908,4,April
North,TCL,LED,LED50S,Yes,55,HD,78,513,40014,60,Premium,3,B,151.9246324,10,April
Beirut,TCL,LED,LED50S,Yes,55,HD,98,514,50372,120,Basic,4,B,42.36359942,4,April
North,LG,LED,LED75U,Yes,75,UHD,35,514,17990,120,Premium,3,E,51.2303993,4,April
Bekaa,Sony,LED,T41,Yes,55,HD,76,515,39140,60,Basic,2,B,35.81962878,10,April
Beirut,Sony,LED,T41,Yes,55,HD,99,517,51183,60,Basic,2,B,35.81962878,10,April
Bekaa,Sony,LED,PLED32S,Yes,55,HD,77,517,39809,60,Basic,2,B,45.89389938,10,April
North,Sony,LED,LED55U,Yes,55,HD,78,517,40326,120,Basic,2,B,80.10571528,4,April
North,Sony,LED,LED55,Yes,55,FHD,78,519,40482,120,Basic,2,B,40.05285764,4,April
Beirut,Sony,LED,PLED32,Yes,55,FHD,102,520,53040,60,Basic,2,B,45.89389938,10,April
Bekaa,Sony,LED,PLED32S,Yes,55,FHD,77,520,40040,60,Basic,2,B,45.89389938,10,April
Bekaa,LG,LED,T40,Yes,40,HD,115,521,59915,120,Enhanced,3,C,176.2325736,4,April
Bekaa,TCL,LED,LED50S,Yes,55,HD,76,522,39672,120,Basic,4,B,36.7151195,4,April
Bekaa,Sony,LED,PLED40,Yes,55,FHD,76,523,39748,60,Basic,2,B,36.7151195,10,April
South,Sony,LED,LED50U,Yes,55,FHD,91,523,47593,60,Basic,2,B,88.1162868,10,April
Bekaa,Sony,LED,LED65U,Yes,55,FHD,77,525,40425,120,Basic,2,B,67.78175908,4,April
Bekaa,Sony,LED,LED55,Yes,55,FHD,78,525,40950,120,Basic,2,B,40.05285764,4,April
South,Sony,LED,T40,Yes,55,FHD,91,525,47775,60,Basic,2,B,36.7151195,10,April
South,Sony,LED,LED55U,Yes,55,FHD,90,526,47340,120,Basic,2,B,80.10571528,4,April
South,Sony,LED,LED52,Yes,55,FHD,90,526,47340,120,Basic,2,B,42.36359942,4,April
Bekaa,Sony,LED,PLED32,Yes,55,FHD,77,528,40656,60,Basic,2,B,45.89389938,10,April
Beirut,Sony,LED,PLED50,Yes,55,FHD,99,528,52272,60,Basic,2,B,29.3720956,10,April
Bekaa,Sony,LED,PLED25,Yes,55,FHD,77,528,40656,60,Basic,2,B,58.7441912,10,April
Bekaa,Sony,LED,PLED50S,Yes,55,FHD,76,529,40204,60,Basic,2,B,29.3720956,10,April
Bekaa,Sony,LED,PLED32S,Yes,55,FHD,76,529,40204,60,Basic,2,B,45.89389938,10,April
Bekaa,TCL,LED,LED65U,Yes,55,HD,76,529,40204,120,Enhanced,3,B,67.78175908,4,April
Bekaa,Sony,LED,LED55U,Yes,55,FHD,74,531,39294,120,Basic,2,B,80.10571528,4,April
Beirut,Sony,LED,PLED32,Yes,55,FHD,99,531,52569,60,Basic,2,B,45.89389938,10,April
Bekaa,Panasonic,LED,LED75U,Yes,55,FHD,78,531,41418,120,Enhanced,3,B,58.7441912,4,April
Beirut,TCL,LED,LED50S,Yes,55,HD,98,532,52136,60,Basic,4,B,40.05285764,10,April
Beirut,Sony,LED,PLED40S,Yes,55,FHD,101,533,53833,60,Basic,2,B,36.7151195,10,April
Bekaa,Sony,LED,PLED40,Yes,55,FHD,78,533,41574,60,Basic,2,B,36.7151195,10,April
North,Sony,LED,LED58U,Yes,55,FHD,78,533,41574,120,Basic,2,B,75.96231621,4,April
North,Sony,LED,PLED25,Yes,55,FHD,78,533,41574,60,Basic,2,B,58.7441912,10,April
Beirut,Sony,LED,PLED32,Yes,55,FHD,102,534,54468,60,Basic,2,B,45.89389938,10,April
North,Samsung,LED,LED75U,Yes,55,HD,78,534,41652,120,Enhanced,3,B,58.7441912,4,April
Bekaa,Sony,LED,LED55,Yes,55,FHD,76,535,40660,120,Basic,2,B,40.05285764,4,April
South,Sony,LED,PLED50,Yes,55,FHD,90,535,48150,60,Basic,2,B,29.3720956,10,April
Bekaa,Sony,LED,PLED43S,Yes,55,UHD,77,538,41426,60,Basic,2,B,51.2303993,10,April
Beirut,Sony,LED,PLED32,Yes,55,UHD,102,538,54876,60,Basic,2,B,45.89389938,10,April
Bekaa,TCL,LED,LED50S,Yes,55,HD,77,538,41426,120,Basic,4,B,55.07267925,4,April
South,TCL,LED,LED50S,Yes,55,HD,90,539,48510,60,Basic,4,B,44.0581434,10,April
South,TCL,LED,LED50S,Yes,55,HD,90,539,48510,120,Basic,4,B,50.64154414,4,April
South,Sony,LED,T43,Yes,55,UHD,91,540,49140,60,Basic,2,B,34.15359954,10,April
Beirut,Sony,LED,PLED40S,Yes,55,UHD,100,541,54100,60,Basic,2,B,36.7151195,10,April
Bekaa,Sony,LED,PLED32,Yes,55,UHD,78,543,42354,60,Basic,2,B,45.89389938,10,April
North,Sony,LED,LED55U,Yes,55,UHD,78,544,42432,120,Basic,2,B,80.10571528,4,April
South,Sony,LED,PLED41,Yes,55,UHD,91,544,49504,60,Basic,2,B,53.72944317,10,April
Bekaa,TCL,LED,LED50S,Yes,55,FHD,76,545,41420,60,Premium,3,B,75.96231621,10,April
Bekaa,Sony,LED,PLED40S,Yes,55,UHD,77,545,41965,60,Basic,2,B,36.7151195,10,April
North,Sony,LED,PLED32S,Yes,55,UHD,79,545,43055,60,Basic,2,B,45.89389938,10,April
Beirut,Sony,LED,T32,Yes,55,UHD,101,546,55146,60,Basic,2,B,45.89389938,10,April
South,Sony,LED,LED55,Yes,55,UHD,91,547,49777,120,Basic,2,B,40.05285764,4,April
South,Samsung,LED,PLE45S,Yes,40,UHD,110,547,60170,120,Enhanced,3,C,40.05285764,4,April
Beirut,Sony,LED,PLED29,Yes,55,UHD,98,549,53802,60,Basic,2,B,50.64154414,10,April
North,TCL,LED,LED50S,Yes,55,FHD,78,550,42900,120,Basic,4,B,58.7441912,4,April
Bekaa,Sony,LED,LED58U,Yes,55,UHD,76,551,41876,120,Basic,2,B,75.96231621,4,April
South,Sony,LED,LED50S,Yes,55,UHD,90,552,49680,60,Premium,2,B,36.7151195,10,April
Bekaa,LG,LED,LED50S,Yes,55,FHD,77,553,42581,60,Premium,3,B,110.1453585,10,April
North,Sony,LED,LED55U,Yes,55,UHD,79,553,43687,120,Basic,2,B,80.10571528,4,April
Bekaa,Sony,LED,PLED25,Yes,55,UHD,76,555,42180,60,Basic,2,B,58.7441912,10,April
Beirut,Sony,LED,LED52,Yes,55,UHD,101,555,56055,120,Basic,2,B,42.36359942,4,April
Beirut,Sony,LED,T41,Yes,55,UHD,101,555,56055,60,Basic,2,B,35.81962878,10,April
South,Sony,LED,PLED40S,Yes,55,UHD,90,555,49950,60,Basic,2,B,36.7151195,10,April
Bekaa,Samsung,LED,LED50S,Yes,55,HD,76,557,42332,120,Premium,2,B,25.32077207,4,April
Bekaa,Samsung,LED,LED50S,Yes,55,HD,77,557,42889,60,Premium,2,B,107.4588863,10,April
Bekaa,Sony,LED,LED55,Yes,55,UHD,77,558,42966,120,Basic,2,B,40.05285764,4,April
North,Sony,LED,PLED50,Yes,55,UHD,78,558,43524,60,Basic,2,B,29.3720956,10,April
Bekaa,Sony,LED,PLED25,Yes,55,UHD,76,560,42560,60,Basic,2,B,58.7441912,10,April
North,LG,LED,LED50S,Yes,55,FHD,79,562,44398,120,Premium,2,B,58.7441912,4,April
Bekaa,Sony,LED,LED55,Yes,55,UHD,73,564,41172,120,Basic,2,B,40.05285764,4,April
Bekaa,Panasonic,LED,LED65U,Yes,55,FHD,77,566,43582,120,Enhanced,3,B,67.78175908,4,April
Bekaa,TCL,LED,LED50S,Yes,55,FHD,73,571,41683,60,Premium,3,B,107.4588863,10,April
North,Samsung,LED,PLED40,Yes,45,HD,73,571,41683,60,Enhanced,3,C,44.0581434,10,April
South,LG,LED,LED50S,Yes,55,FHD,90,572,51480,60,Premium,2,B,34.15359954,10,April
North,TCL,LED,LED50S,Yes,55,FHD,78,576,44928,60,Basic,4,B,44.0581434,10,April
South,TCL,LED,PLED41S,Yes,45,HD,86,584,50224,60,Premium,3,C,110.1453585,10,April
South,Sony,LED,LED50S,Yes,55,UHD,90,591,53190,60,Premium,2,B,40.05285764,10,April
Mount Lebanon,TCL,LED,PLED32,Yes,65,UHD,102,593,60486,60,Premium,3,A,110.1453585,10,April
Bekaa,TCL,LED,LED50S,Yes,55,FHD,76,596,45296,120,Basic,4,B,33.89087954,4,April
South,TCL,LED,LED50S,Yes,55,UHD,91,611,55601,60,Premium,3,B,48.95349267,10,April
South,TCL,LED,LED50S,Yes,55,UHD,90,612,55080,120,Basic,4,B,80.10571528,4,April
Bekaa,Samsung,LED,LED50S,Yes,55,FHD,78,613,47814,60,Basic,4,B,107.4588863,10,April
Bekaa,TCL,LED,LED50S,Yes,55,UHD,78,615,47970,60,Basic,4,B,107.4588863,10,April
Mount Lebanon,Samsung,LED,T50,Yes,75,FHD,85,617,52445,60,Enhanced,3,E,50.64154414,10,April
Beirut,TCL,LED,LED50S,Yes,55,UHD,99,620,61380,60,Basic,4,B,75.96231621,10,April
South,TCL,LED,PLED50S,Yes,50,UHD,76,620,47120,120,Premium,2,A,75.96231621,4,April
Bekaa,Samsung,LED,LED50S,Yes,55,FHD,73,623,45479,60,Basic,4,B,110.1453585,10,April
Mount Lebanon,Panasonic,LED,LED65U,Yes,52,FHD,123,623,76629,60,Basic,2,C,84.72719885,10,April
Bekaa,Samsung,LED,LED50S,Yes,55,UHD,77,625,48125,120,Basic,4,B,32.63566178,4,April
Bekaa,Samsung,LED,LED58U,Yes,58,FHD,100,625,62500,120,Basic,2,C,36.7151195,4,April
South,LG,LED,PLED40S,Yes,52,FHD,90,625,56250,120,Basic,3,B,55.07267925,4,April
Bekaa,LG,LED,LED50S,Yes,55,UHD,72,627,45144,60,Premium,2,B,80.10571528,10,April
Mount Lebanon,Samsung,LED,LED55U,Yes,55,HD,100,627,62700,120,Premium,3,B,80.10571528,4,April
Bekaa,Samsung,LED,LED50S,Yes,55,UHD,74,629,46546,60,Basic,4,B,68.84084907,10,April
South,Samsung,LED,LED50S,Yes,55,UHD,91,630,57330,60,Basic,4,B,75.96231621,10,April
South,Samsung,LED,LED50S,Yes,55,UHD,90,634,57060,60,Basic,4,B,45.89389938,10,April
North,TCL,LED,LED50S,Yes,55,UHD,78,636,49608,120,Basic,4,B,28.24239962,4,April
North,Samsung,LED,LED50S,Yes,55,UHD,78,639,49842,60,Basic,4,B,67.78175908,10,April
Bekaa,TCL,LED,LED50S,Yes,55,UHD,76,641,48716,120,Premium,3,B,44.0581434,4,April
Bekaa,Sony,LED,LED50S,Yes,55,UHD,71,644,45724,120,Premium,2,B,107.4588863,4,April
Bekaa,TCL,LED,LED50S,Yes,55,UHD,72,645,46440,60,Premium,4,B,88.1162868,10,April
North,Samsung,LED,LED50S,Yes,55,UHD,78,645,50310,60,Basic,4,B,75.96231621,10,April
Beirut,TCL,LED,LED52,Yes,40,UHD,76,648,49248,60,Basic,3,E,19.58139707,10,April
Bekaa,LG,LED,LED50S,Yes,58,HD,70,651,45570,120,Premium,3,B,29.3720956,4,April
Bekaa,TCL,LED,LED50S,Yes,58,HD,76,657,49932,120,Basic,4,B,97.90698534,4,April
Bekaa,TCL,LED,LED50S,Yes,58,HD,76,658,50008,120,Premium,4,B,42.36359942,4,April
South,Samsung,LED,LED50S,Yes,58,HD,90,658,59220,60,Basic,4,B,34.15359954,10,April
South,LG,LED,LED75U,Yes,58,HD,90,659,59310,120,Enhanced,3,B,58.7441912,4,April
North,TCL,LED,LED50S,Yes,58,HD,78,659,51402,120,Basic,4,B,102.4607986,4,April
Bekaa,TCL,LED,LED50S,Yes,58,HD,76,663,50388,120,Premium,4,B,42.36359942,4,April
Bekaa,TCL,LED,LED50S,Yes,58,HD,77,666,51282,120,Basic,4,B,35.81962878,4,April
Bekaa,TCL,LED,LED50S,Yes,58,HD,76,677,51452,120,Basic,4,B,75.96231621,4,April
Bekaa,TCL,LED,LED50S,Yes,58,HD,77,678,52206,120,Premium,4,B,32.63566178,4,April
Bekaa,TCL,LED,LED50S,Yes,58,HD,77,678,52206,120,Basic,4,B,97.90698534,4,April
Bekaa,TCL,LED,LED50S,Yes,58,HD,77,679,52283,120,Basic,4,B,102.4607986,4,April
Bekaa,Panasonic,LED,LED50S,Yes,58,HD,70,683,47810,60,Premium,3,B,35.81962878,10,April
Bekaa,TCL,LED,LED50S,Yes,58,HD,77,684,52668,60,Basic,4,B,28.24239962,10,April
Bekaa,TCL,LED,LED50S,Yes,58,HD,76,685,52060,60,Premium,4,B,176.2325736,10,April
Bekaa,Samsung,LED,LED50S,Yes,58,HD,77,686,52822,60,Basic,4,B,22.59391969,10,April
Bekaa,TCL,LED,LED50S,Yes,58,HD,77,687,52899,60,Premium,4,B,55.07267925,10,April
North,Panasonic,LED,LED65U,Yes,58,HD,78,689,53742,120,Enhanced,3,B,67.78175908,4,April
Bekaa,TCL,LED,LED50S,Yes,58,HD,78,693,54054,60,Basic,4,B,53.72944317,10,April
Bekaa,TCL,LED,LED50S,Yes,58,HD,76,694,52744,120,Premium,4,B,45.89389938,4,April
Bekaa,TCL,LED,LED50S,Yes,58,HD,78,695,54210,120,Premium,4,B,75.96231621,4,April
South,Panasonic,LED,LED75U,Yes,58,HD,90,697,62730,120,Enhanced,3,B,58.7441912,4,April
Bekaa,TCL,LED,LED50S,Yes,58,FHD,76,698,53048,120,Basic,4,B,26.70190509,4,April
South,LG,LED,LED50S,Yes,58,HD,91,700,63700,60,Basic,4,B,75.96231621,10,April
South,Samsung,LED,LED50S,Yes,58,HD,91,702,63882,60,Basic,4,B,19.58139707,10,April
South,Samsung,LED,LED50S,Yes,58,HD,90,708,63720,60,Basic,4,B,107.4588863,10,April
Beirut,TCL,LED,T50,Yes,50,FHD,92,709,65228,120,Basic,3,B,26.70190509,4,April
North,LG,LED,LED50S,Yes,58,HD,78,712,55536,120,Premium,3,B,40.05285764,4,April
South,Panasonic,LED,PLED40,Yes,45,FHD,102,714,72828,120,Premium,3,B,26.70190509,4,April
Bekaa,Sony,LED,LED50S,Yes,58,HD,78,717,55926,60,Premium,2,B,40.05285764,10,April
South,TCL,LED,LED50S,Yes,58,FHD,90,717,64530,120,Premium,4,B,42.36359942,4,April
Bekaa,Samsung,LED,LED50S,Yes,58,HD,70,718,50260,60,Basic,4,B,50.64154414,10,April
North,Samsung,LED,LED50S,Yes,58,HD,78,719,56082,60,Basic,4,B,19.58139707,10,April
Bekaa,TCL,LED,LED50S,Yes,58,FHD,68,721,49028,60,Basic,4,B,75.96231621,10,April
Bekaa,TCL,LED,LED50S,Yes,58,FHD,76,722,54872,60,Premium,3,B,68.84084907,10,April
Bekaa,LG,LED,LED50S,Yes,58,HD,68,723,49164,120,Basic,4,B,40.05285764,4,April
North,Samsung,LED,LED50S,Yes,58,HD,78,726,56628,60,Basic,4,B,58.7441912,10,April
Mount Lebanon,Sony,LED,LED50S,Yes,55,FHD,114,726,82764,60,Enhanced,3,A,32.63566178,10,April
South,Samsung,LED,LED55U,Yes,58,HD,114,732,83448,120,Premium,3,A,107.4588863,4,April
Bekaa,Samsung,LED,LED50S,Yes,58,HD,76,734,55784,120,Basic,4,B,97.90698534,4,April
Beirut,Samsung,LED,T43,Yes,52,HD,71,735,52185,60,Premium,2,B,75.96231621,10,April
Bekaa,TCL,LED,LED50S,Yes,58,FHD,78,736,57408,120,Premium,4,B,51.2303993,4,April
Bekaa,Samsung,LED,LED50S,Yes,58,HD,76,738,56088,60,Basic,4,B,80.10571528,10,April
Bekaa,LG,LED,LED50S,Yes,58,HD,71,738,52398,120,Basic,4,B,28.24239962,4,April
South,Sony,LED,LED50S,Yes,58,HD,90,742,66780,120,Premium,2,B,80.10571528,4,April
Bekaa,TCL,LED,LED50S,Yes,58,FHD,77,745,57365,120,Premium,4,B,75.96231621,4,April
Bekaa,Sony,LED,LED50S,Yes,58,HD,73,748,54604,60,Premium,2,B,34.15359954,10,April
Bekaa,LG,LED,LED50S,Yes,58,HD,68,749,50932,60,Basic,4,B,58.7441912,10,April
Bekaa,LG,LED,LED50S,Yes,58,HD,72,750,54000,120,Basic,4,B,37.9811581,4,April
Bekaa,TCL,LED,LED50S,Yes,58,FHD,70,755,52850,120,Premium,3,B,36.7151195,4,April
Bekaa,Samsung,LED,LED50S,Yes,58,HD,68,756,51408,120,Premium,3,B,29.3720956,4,April
Bekaa,TCL,LED,LED50S,Yes,58,FHD,68,758,51544,60,Premium,4,B,137.6816981,10,April
Bekaa,Panasonic,LED,LED50S,Yes,58,HD,77,758,58366,120,Premium,2,B,84.72719885,4,April
South,TCL,LED,LED50S,Yes,58,FHD,90,758,68220,60,Premium,4,B,75.96231621,10,April
Bekaa,LG,LED,LED50S,Yes,58,HD,77,759,58443,120,Basic,4,B,35.81962878,4,April
Mount Lebanon,Panasonic,LED,PLED32S,Yes,75,HD,90,761,68490,120,Basic,3,E,67.78175908,4,April
Bekaa,LG,LED,LED50S,Yes,58,FHD,69,768,52992,60,Basic,4,B,102.4607986,10,April
Bekaa,Samsung,LED,LED50S,Yes,58,FHD,66,768,50688,120,Basic,4,B,67.78175908,4,April
Beirut,Panasonic,LED,PLED25,Yes,58,FHD,111,772,85692,120,Enhanced,3,B,53.72944317,4,April
Bekaa,Samsung,LED,LED50S,Yes,58,FHD,78,780,60840,60,Basic,4,A,176.2325736,10,April
Bekaa,TCL,LED,LED50S,Yes,58,UHD,77,781,60137,60,Premium,3,A,19.58139707,10,April
Bekaa,Samsung,LED,LED50S,Yes,58,FHD,69,784,54096,120,Premium,4,A,151.9246324,4,April
Bekaa,Samsung,LED,LED50S,Yes,58,FHD,70,785,54950,60,Basic,4,A,75.96231621,10,April
Bekaa,LG,LED,LED50S,Yes,58,FHD,77,788,60676,120,Basic,4,A,34.15359954,4,April
Bekaa,Samsung,LED,LED50S,Yes,58,FHD,76,789,59964,60,Premium,4,A,67.78175908,10,April
North,Sony,LED,LED50S,Yes,58,FHD,78,789,61542,120,Premium,3,A,58.7441912,4,April
Bekaa,Samsung,LED,LED50S,Yes,58,FHD,72,803,57816,60,Premium,3,A,176.2325736,10,April
Bekaa,TCL,LED,LED50S,Yes,58,UHD,75,806,60450,60,Premium,4,A,88.1162868,10,April
Bekaa,TCL,LED,LED50S,Yes,58,UHD,76,806,61256,60,Premium,4,A,97.90698534,10,April
Bekaa,LG,LED,LED50S,Yes,58,FHD,66,812,53592,60,Basic,4,A,68.84084907,10,April
North,TCL,LED,LED50S,Yes,58,UHD,78,815,63570,120,Premium,4,A,75.96231621,4,April
Bekaa,LG,LED,LED50S,Yes,58,FHD,74,820,60680,120,Premium,3,A,25.32077207,4,April
North,Panasonic,LED,LED50S,Yes,58,FHD,78,823,64194,120,Basic,4,A,75.96231621,4,April
Bekaa,Panasonic,LED,LED50S,Yes,58,FHD,67,824,55208,120,Basic,4,A,58.7441912,4,April
Bekaa,Samsung,LED,LED50S,Yes,58,FHD,77,835,64295,60,Basic,4,A,48.95349267,10,April
Bekaa,Samsung,LED,LED50S,Yes,58,FHD,78,835,65130,60,Basic,4,A,80.10571528,10,April
Bekaa,Sony,LED,LED50S,Yes,58,FHD,68,836,56848,60,Premium,2,A,29.3720956,10,April
Bekaa,Samsung,LED,LED50S,Yes,58,UHD,76,838,63688,120,Premium,3,A,88.1162868,4,April
Bekaa,Samsung,LED,LED50S,Yes,58,UHD,77,839,64603,60,Basic,4,A,28.24239962,10,April
South,Panasonic,LED,PLE45S,Yes,65,UHD,95,839,79705,60,Enhanced,3,D,88.1162868,10,April
Bekaa,TCL,LED,LED50S,Yes,58,UHD,75,841,63075,120,Premium,4,A,33.89087954,4,April
Bekaa,LG,LED,LED50S,Yes,58,FHD,77,841,64757,120,Basic,4,A,58.7441912,4,April
Bekaa,Panasonic,LED,LED50S,Yes,58,FHD,77,842,64834,120,Basic,4,A,51.2303993,4,April
Bekaa,Panasonic,LED,LED50S,Yes,58,FHD,70,844,59080,60,Basic,4,A,44.0581434,10,April
North,Samsung,LED,LED50S,Yes,58,UHD,78,846,65988,60,Basic,4,A,45.89389938,10,April
North,TCL,LED,PLED25,Yes,75,UHD,70,847,59290,60,Premium,3,E,176.2325736,10,April
Bekaa,Sony,LED,LED50S,Yes,58,FHD,61,848,51728,120,Premium,3,A,53.72944317,4,April
Bekaa,Panasonic,LED,LED50S,Yes,58,FHD,76,849,64524,120,Basic,4,A,84.72719885,4,April
North,TCL,LED,LED50S,Yes,58,UHD,79,850,67150,120,Premium,4,A,28.24239962,4,April
South,Sony,LED,T43,Yes,50,UHD,92,851,78292,60,Enhanced,3,A,88.1162868,10,April
Bekaa,Panasonic,LED,LED50S,Yes,58,FHD,77,852,65604,60,Basic,4,A,80.10571528,10,April
North,Panasonic,LED,LED50S,Yes,58,FHD,78,852,66456,60,Basic,4,A,26.70190509,10,April
Bekaa,Samsung,LED,LED50S,Yes,58,UHD,77,854,65758,60,Basic,4,A,48.95349267,10,April
North,LG,LED,LED50S,Yes,58,FHD,78,854,66612,120,Basic,4,A,32.63566178,4,April
Bekaa,Panasonic,LED,LED50S,Yes,58,FHD,77,856,65912,60,Basic,4,A,29.3720956,10,April
Bekaa,Panasonic,LED,LED50S,Yes,58,FHD,71,857,60847,60,Basic,4,A,151.9246324,10,April
Bekaa,TCL,LED,LED50S,Yes,58,UHD,76,857,65132,60,Premium,4,A,37.9811581,10,April
Bekaa,Panasonic,LED,LED50S,Yes,58,FHD,72,860,61920,120,Basic,4,A,37.9811581,4,April
Bekaa,Samsung,LED,LED50S,Yes,58,UHD,76,861,65436,120,Premium,4,A,50.64154414,4,April
Bekaa,Panasonic,LED,LED50S,Yes,58,UHD,77,861,66297,60,Basic,4,A,42.36359942,10,April
Bekaa,LG,LED,LED50S,Yes,58,UHD,77,861,66297,120,Basic,4,A,67.78175908,4,April
Bekaa,LG,LED,LED50S,Yes,58,UHD,77,861,66297,60,Basic,4,A,29.3720956,10,April
Bekaa,TCL,LED,LED50S,Yes,58,UHD,78,863,67314,120,Premium,4,A,28.24239962,4,April
Bekaa,LG,LED,LED50S,Yes,58,UHD,78,867,67626,60,Basic,4,A,137.6816981,10,April
Bekaa,LG,LED,LED50S,Yes,58,UHD,70,869,60830,60,Basic,4,A,110.1453585,10,April
North,LG,LED,LED50S,Yes,58,UHD,78,870,67860,60,Basic,4,A,45.89389938,10,April
Bekaa,LG,LED,LED50S,Yes,58,UHD,76,871,66196,60,Basic,4,A,97.90698534,10,April
Bekaa,Panasonic,LED,LED50S,Yes,58,UHD,77,872,67144,120,Basic,4,A,26.70190509,4,April
North,Panasonic,LED,LED50S,Yes,58,UHD,78,872,68016,120,Basic,4,A,50.64154414,4,April
Bekaa,Samsung,LED,LED50S,Yes,58,UHD,77,874,67298,60,Premium,4,A,84.72719885,10,April
North,TCL,LED,LED50S,Yes,58,UHD,78,874,68172,120,Premium,4,A,19.58139707,4,April
Bekaa,Panasonic,LED,LED50S,Yes,58,UHD,72,875,63000,120,Basic,4,A,55.07267925,4,April
Bekaa,LG,LED,LED50S,Yes,58,UHD,77,877,67529,120,Basic,4,A,151.9246324,4,April
North,Sony,LED,LED50S,Yes,58,FHD,78,878,68484,60,Premium,3,A,80.10571528,10,April
Bekaa,Samsung,LED,LED50S,Yes,58,UHD,69,882,60858,120,Premium,4,A,29.3720956,4,April
Bekaa,Sony,LED,LED50S,Yes,58,FHD,77,883,67991,60,Premium,2,A,29.3720956,10,April
Bekaa,Panasonic,LED,T58,Yes,52,UHD,37,883,32671,60,Enhanced,3,C,97.90698534,10,April
Bekaa,Samsung,LED,LED50S,Yes,58,UHD,76,884,67184,120,Premium,4,A,35.81962878,4,April
North,TCL,LED,LED50S,Yes,58,UHD,78,884,68952,60,Premium,4,A,58.7441912,10,April
North,LG,LED,LED50S,Yes,58,UHD,78,885,69030,120,Basic,4,A,107.4588863,4,April
North,TCL,LED,LED50S,Yes,58,UHD,78,887,69186,120,Premium,4,A,68.84084907,4,April
Bekaa,TCL,LED,LED50S,Yes,58,UHD,78,890,69420,60,Premium,4,A,36.7151195,10,April
Bekaa,TCL,LED,LED50S,Yes,58,UHD,73,891,65043,120,Premium,4,A,22.59391969,4,April
Bekaa,LG,LED,LED50S,Yes,58,UHD,76,891,67716,60,Premium,4,A,97.90698534,10,April
Bekaa,LG,LED,LED50S,Yes,58,UHD,68,892,60656,60,Premium,4,A,75.96231621,10,April
Bekaa,Samsung,LED,LED50S,Yes,58,UHD,76,894,67944,60,Premium,4,A,28.24239962,10,April
South,Panasonic,LED,PLE45S,Yes,50,HD,57,894,50958,120,Basic,4,E,28.24239962,4,April
Bekaa,Samsung,LED,LED50S,Yes,58,UHD,60,896,53760,60,Premium,4,A,58.7441912,10,April
Bekaa,Panasonic,LED,LED50S,Yes,58,UHD,73,901,65773,120,Basic,4,A,42.36359942,4,April
Beirut,Samsung,LED,T43,Yes,43,FHD,100,902,90200,60,Enhanced,3,D,44.0581434,10,April
Bekaa,TCL,LED,LED50S,Yes,58,UHD,70,903,63210,120,Premium,4,A,26.70190509,4,April
Bekaa,TCL,LED,LED50S,Yes,58,UHD,58,903,52374,60,Premium,4,A,88.1162868,10,April
Bekaa,Sony,LED,LED50S,Yes,58,UHD,59,904,53336,120,Premium,2,A,176.2325736,4,April
